CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,nome_executor,objeto_executor,data
80796-40115-42918,APROVADO,44905100000.15000000000.0000288,MUNICIPIO DE SAO JOSE DA BARRA,"O presente plano de trabalho visa à obtenção de recursos financeiros no valor de R$ 643.500,00, por meio das Transferências Especiais de 2025, para execução de pavimentação asfáltica com concreto betuminoso usinado a quente (CBUQ) em vias do Bairro Shangryla, no município de São José da Barra/MG. A intervenção contemplará uma extensão total aproximada de 817 metros lineares, promovendo melhorias substanciais na infraestrutura urbana da localidade.

Atualmente, as vias que receberão a pavimentação encontram-se em leito natural ou com pavimentação deteriorada, o que compromete a mobilidade de veículos e pedestres, agrava os riscos de acidentes e dificulta o acesso a serviços públicos essenciais, como transporte escolar, coleta de lixo e atendimentos de saúde.

A pavimentação proposta atenderá diretamente à população residente, proporcionando melhores condições de tráfego, valorização imobiliária, salubridade e qualidade de vida. A escolha da técnica de pavimentação com CBUQ justifica-se por sua elevada durabilidade, boa resistência às cargas de tráfego e eficiência na impermeabilização da base.

A iniciativa está alinhada às diretrizes de desenvolvimento urbano sustentável e à promoção da infraestrutura urbana de qualidade, especialmente em áreas residenciais com alta densidade populacional. Trata-se, portanto, de uma ação de interesse coletivo e impacto social relevante.","""1"": Execução e aplicação de Concreto Betuminoso Usinado a Quente (CBUQ), massa comercial, incluindo fornecimento e transporte dos agregados e material betuminoso, exclusive transporte da massa até a pista – padrão técnico ED-7623 SETOP - (286 M3)"
80828-39052-41809,APROVADO,15.451.2601.1010.4.4.90.51.00,MUNICIPIO DE PERDIGAO,Pavimentação de vias públicas na Zona Urbana do Município de Perdigão-MG,"""1"": Pavimentação de vias públicas na Zona Urbana do Município de Perdigão-MG - (2750 M2)"
81075-41137-43992,APROVADO,"15 451 0011 1 007 – ABERTURA E PAVIMENTAÇÃO DE RUAS, AVENIDAS E PASSEIOS
4.4.90.51.00 OBRAS E INSTALAÇÕES
",MUNICIPIO DE FORTIM,PAVIMENTAÇÃO EM INTERTRAVADO EM RUAS DA ZONA URBANA DAS LOCALIDADES GUAJIRU E SEDE NO MUNICÍPIO DE FORTIM/CE.,"""1"": PAVIMENTAÇÃO EM INTERTRAVADO NA RUA NOSSA SENHORA DAS DORES - TRECHO 1, ZONA URBANA DA LOCALIDADE DE GUAJIRU NO MUNICÍPIO DE FORTIM/CE. - (1385 M2); ""2"": PAVIMENTAÇÃO EM INTERTRAVADO NA RUA NOVA, ZONA URBANA DA LOCALIDADE DE GUAJIRU NO MUNICÍPIO DE FORTIM/CE. - (1900 M2); ""3"": PAVIMENTAÇÃO EM INTERTRAVADO NA RUA RAIMUNDO SENA, ZONA URBANA DA SEDE DO MUNICÍPIO DE FORTIM/CE. - (6483 M2)"
81176-38390-41137,APROVADO,"02.09 - Secretaria Municipal de Infraestrutura e Serviços Públicos - SEMINSP
15.451 0003 1064 000 - Pavimentação em vias urbanas
4.4.90.51.00 - Obras e Instalações",MUNICIPIO DE JARU,Pavimentação Asfáltica em vias Urbanas no município de Jaru.,"""1"": Pavimentação Asfáltica em via urbana no município de Jaru. - (4 KM)"
81287-40165-42993,APROVADO,"SECRETARIA MUNICIPAL DE TRANSPORTE, OBRAS E SERVIÇOS URBANOS
ÓRGÃO: 11.000 
UNIDADE: 11.001 
FUNCIONAL 15.451.0009  
PROJETO ATIVIDADE: 1037
NATUREZA DA DESPESA: 4.4.90.51.98
FONTE DE RECURSO: 706",MUNICIPIO DE PAULO LOPES,"Pavimentação asfáltica de parte da Rua Frederico Manoel da Rosa, situada na área urbana do bairro Santa Rita","""1"": Pavimentação asfáltica de parte da Rua Frederico Manoel da Rosa, situada na área urbana do bairro Santa Rita - (180 M)"
77840-34305-37127,APROVADO,26.782.0031.1220.0000 CONST AMPL E REC DE ESTRADAS VIVINAIS,MUNICIPIO DE AROEIRAS DO ITAIM,AMPLIAÇÃO DE ESTRADAS VICINAIS DO MUNICIPIO DE AROEIRAS DO ITAIM - PI.,"""1"": Pavimentação De Estradas Vicinais - (2 KM)"
82899-34571-37370,APROVADO,Ação: 2.051 MANUTENÇÃO E CONSERVAÇÃO DE ESTRADAS VICINAIS,MUNICIPIO DE QUIXABEIRA,Aquisição de motoniveladora,"""1"": Aquisição de motoniveladora - (1 UN)"
76055-36454-39183,APROVADO,"Os recursos serão alocados na ação orçamentária 06.001.0026.0782.0019.1032 - Aquisição de veículos, Máquinas e Caminhões para Serviços de Estradas.",MUNICIPIO DE VERA CRUZ,Aquisição de rolo compactador para atendimento às demandas para apoio à infraestrutura produtiva e à estruturação de cadeias produtivas.,"""1"": Aquisição de rolo compactador - (1 UN)"
84447-40707-43531,APROVADO,"15 URBANISMO 
 451 INFRA-ESTRUTURA URBANA
 0007 CONTRUINDO TENENTE LAURENTINO CRUZ
1084  PAVIMENTAÇÃO E DREBAGEM DE RUAS E AVENIDAS 
 449051 OBRAS E INSTALAÇÕES
",MUNICIPIO DE TENENTE LAURENTINO CRUZ,- Pavimentação de diversas ruas na Zona Urbana do município de Tenente Laurentino Cruz/RN,"""1"": Rua Josefa maria da Conceição - (660 M2); ""2"": Rua Tereza Marcolina - (702 M2); ""3"": Rua Naziozena Pires - (700 M2); ""4"": Rua Valentim Cosme da Silva - (570 M2); ""5"": Avenida Francisco Amaral - (600 M2)"
83775-42434-45341,APROVADO,08.01.26.782.0034.1022 EXECUTAR OBRAS EM VIAS URBANAS DO MUNICÍPIO 4.4.90.51,MUNICIPIO DE SANTA CRUZ DO SUL,"Construção de acostamento (faixa longitudinal, contígua à pista de rolamento, destinada à parada de emergência de veículos e à circulação de pedestres e ciclistas) na Estrada Linha João Alves, zona urbana com início nas proximidades imóvel nº 565 a´té o imóvel nº 8730 numa extensão de 2500 metros.
Construção abertura, pavimentação e drenagem de uma nova via na zona urbana que liga o Bairro João Alves ao Centro da Cidade numa extensão aproximada de 800 metros.","""1"": Construção de acostamento faixa longitudinal, contígua à pista de rolamento, destinada à parada de emergência de veículos e à circulação de pedestres e ciclistas   na Estrada Linha João Alves, zona urbanda deste município, com início nas proximidades imóv - (5000 M2); ""2"": Construção abertura, pavimentação e drenagem de uma nova via na zona urbana deste município que liga o Bairro João Alves ao Centro da Cidade perfazendo 17.600 metros quadrados (numa extensão aproximada de 800 metros por 22 metros de largura.) - (17600 M2)"
80574-40027-42816,APROVADO,"Órgão 8 SECRET. DE EDUCAÇÃO, CULTURA E DESPORTO
Unidade 5 DPTO CULTURA
13 Cultura
13.392 Difusão Cultural
13.392.0100 Museus, Bibliotecas, Teatros e C.Cultura
13.392.0100.1026 Construção Centro Mun. de Eventos

3.4.4.90.51.00.00.00.00 OBRAS E INSTALAÇÕES Recurso STN: 0501",MUNICIPIO DE PRESIDENTE LUCENA,"Construção Centro Eventos para atendimento comunitário e turístico junto ao Parque Municipal de Presidente Lucena - Etapa 2 (compreendendo 27,00 m (largura) x 60,00 m (comprimento) = 1.620,00 m²). Sendo a estrutura principal em concreto armado.
•	Cobertura metálica com telhas galvanizadas termoacústicas.
•	Fechamentos laterais em telhas galvanizadas na parte superior e parte inferior com portas retráteis.","""1"": Construção Centro Eventos para atendimento comunitário no Parque Municipal - Etapa 2 ( 27,00 m (largura) x 60,00 m (comprimento) = 1.620,00 m²) - (1620 M2)"
78876-37638-40377,APROVADO,"27.813.0028.1247.0000 CONSTRUÇÃO DE CAMPO DE FUTEBOL SOCIETY
4.4.90.93.00- INDENIZAÇÕES E RESTITUIÇÕES",MUNICIPIO DE CHUPINGUAIA,"Construção de Campo Sintético, devido a necessidade de promover o esporte em Chupinguaia/Ro, sendo uma ferramenta de inclusão social, desenvolvimento físico e mental, além de oferecer uma alternativa segura e estruturada de lazer. Além disso, o esporte contribui diretamente para o desenvolvimento de valores como disciplina, respeito, cooperação e trabalho em equipe. A presença de um campo de qualidade também pode estimular projetos sociais, escolinhas de futebol e competições comunitárias, fortalecendo o sentimento de pertencimento e cidadania.","""1"": Construção de campo sintético. - (1 UN)"
79029-43113-46071,APROVADO,NA,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,"Aquisição de materiais permanentes, com recursos oriundos da Transferência Especial nº 202540560004, no valor de R$198.000,00, destinados à subsidiar a Unidade de Acolhimento Institucional – UAI Casa do Piá 1, equipamento público vinculado à Fundação de Ação Social - FAS, que atende até 20 (vinte) crianças e adolescentes, do sexo masculino, com idades entre 7 (sete) e 14 (quatorze) anos, com deficiência(as) e/ou transtornos do neurodesenvolvimento em situação de medida protetiva de acolhimento institucional, conforme preconizado pelo Estatuto da Criança e do Adolescente (ECA) e demais normativas vigentes. A especificação e a quantidade dos itens foram definidas com base em avaliação técnica da equipe gestora da unidade, considerando as demandas atuais, o número de acolhidos e as diretrizes de boas práticas no serviço de acolhimento institucional.","""1"": Promover condições de conforto, segurança, acessibilidade e funcionalidade, de forma a garantir a qualidade do acolhimento prestado, por meio da aquisição dos mateirais permanentes conforme Plano de trabalho anexado . - (391 UN)"
76247-42324-46303,APROVADO,"UO: 15013 - SECRETARIA MUNICIPAL DE TRANSPORTES
FUNÇÃO: 26 - TRANSPORTE
SUBFUNÇÃO 122 - ADMINISTRAÇÃO GERAL
PROGRAMA: 0001 - DESENVOLVIMENTO DA GESTÃO ADMINISTRATIVA
AÇÃO: 1212 - AQUISIÇÃO DE EQUIPAMENTOS, MOBILIARIOS E VEÍCULOS PARA A SECRETARIA DE TRANSPORTES
FONTE DE RECURSOS: 17063110",MUNICIPIO DE POCO VERDE,"Aquisição de veículos (2 de passeio e 1 utilitário) para fortalecer a mobilidade e a capacidade de atuação da Secretaria Municipal de Assistência Social de Poço Verde/SE – CNPJ 14.883.709/0001-97, otimizando a execução de programas e serviços socioassistenciais.","""2"": Aquisição de 1 veículo utilitário para estruturar e apoiar logisticamente a Secretaria Municipal de Assistência Social de Poço Verde/SE, assegurando maior eficiência operacional nas ações, especialmente em áreas rurais e de difícil acesso. - (1 UN); ""1"": Aquisição de 2 veículos de passeio para atender a Secretaria Municipal de Assistência Social de Poço Verde/SE, ampliando sua capacidade de mobilidade e atuação no acompanhamento regular de programas e serviços socioassistenciais - (2 UN)"
81500-40328-43140,APROVADO,"11-Secretaria de Esportes e Turismo
11.001 Departamento de Esportes e Turismo
4.4.90.52.00.00 Equipamentos  e Material Permanente
04140 E 00000",MUNICIPIO DE CANDIDO DE ABREU,"Aquisição e instalação de assentos/cadeiras esportivas com encosto para o Ginásio de Esporte Municipal ""Clemente Adamowicz"".","""1"": Aquisição e instalação de assentos/cadeiras esportivas com encosto para o Ginásio de Esporte Municipal ""Clemente Adamawicz"". - (1000 UN)"
84391-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
84529-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
85161-41164-44020,APROVADO,"1024 - PAVIMENTAÇÃO DE VIAS PÚBLICAS EM PARALELEPÍPEDO E
ASFÁLTICA",MUNICIPIO DE FEIRA NOVA,PAVIMENTAÇÃO DE VIAS NO MUNICIPIO DE FEIRA NOVA/PE,"""1"": AVIMENTAÇÃO DE VIAS NO MUNICIPIO DE FEIRA NOVA/PE - (3414 M2)"
82808-38831-41583,APROVADO,4.4.90.51.00.2.04.00.15.451.0019.1.0025 - PAVIMENTAÇÃO E CALÇAMENTO DE VIAS URBANAS,MUNICIPIO DE SENHORA DOS REMEDIOS,PAVIMENTAÇÃO/RECAPEAMENTO ASFÁLTICO EM CBUQ DE VIAS URBANAS  DO MUNICÍPIO DE SENHORA DOS REMÉDIOS/MG,"""1"": PAVIMENTAÇÃO/RECAPEAMENTO ASFÁLTICO EM CBUQ EM VIA URBANA DA SEDE DO MUNICÍPIO: RUA CRISTIANO ANDRADE, CENTRO. - (2765 M2); ""2"": PAVIMENTAÇÃO/RECAPEAMENTO ASFÁLTICO CBUQ EM VIA URBANA DA SEDE DO MUNICÍPIO ENDEREÇO: RUA ANTÔNIO RODRIGUES MILAGRES, BAIRRO BANDEIRANTES, - (2032 M2)"
79725-41982-45069,Enviado para Análise,NA,MUNICIPIO DE BRAGANCA PAULISTA,"Execução da Primeira Fase do Plano Local de Habitação de Interesse Social: Contratação, levantamento, diagnóstico e material para a segunda fase do plano","""1"": Execução da Primeira Fase do Plano Local - (1 OUTRAS)"
80868-36530-39261,APROVADO,451.15.535 - Pavimentação,MUNICIPIO DE MATEIROS,"Obras de pavimentação em bloco sextavado com área total = 2.073,6m²; com boca de lobo e rede de drenagem que serão implantadas na rua Izaulina Rodrigues e rua Maria Gloria Alvez, na zona urbana do município de Mateiros - TO. Conforme croqui e orçamento em anexo.","""1"": Pavimentação de vias publicas - (2073 M2)"
77933-35929-38700,APROVADO,"Orgão: 6 - SEC.MUNIC.DE OBRAS, SANEAMENTO E TRÂNSITO, Unidade Orçamentária: 4 - DEPARTAMENTO MUN.DE TRÂNSITO - DMT, função: 15 urbanismo, sub-função 451-  Infra-Estrutura",MUNICIPIO DE TABAI,Pavimentação De Estradas Vicinais - Nas Rua 1; Rua 2 e Rua 3 – com Blocos de Concretos Intertravados,"""1"": Pavimentação De Estradas Vicinais – Nas Rua 1; Rua 2 e Rua 3, com Blocos de Concretos Intertravados - (1690 M2)"
80388-34533-37338,APROVADO,"03 – PREFEITURA MUNICIPAL DE SANTA RITA DO ARAGUAIA
12 – SECRETARIA MUNICIPAL DE OBRAS, TRANSPORTE E SERV. URBANOS
15 – URBANISMO
451- INFRA ESTRUTURA URBANA
1514 -SERVIÇOS URBANOS
1.059 – PAVIMENTAÇÃO E RECAPEAMENTO ASFALTICO 
449051 – OBRAS E INSTALAÇÕES


",MUNICIPIO DE SANTA RITA DO ARAGUAIA,"Pavimentação asfáltica na rua do Povo, encontro com a travessa Rua Lazaro Gomes, no perímetro urbano do município. 
","""1"": Pavimentação asfáltica na rua do Povo, encontro com a travessa Rua Lazaro Gomes, no perímetro urbano do município. - (2396 M2)"
83034-42331-45237,APROVADO,"FICHA: 0112.000
ORGAO: 01 - PREFEITURA MUNICIPAL DE SAO PATRICIO 
UNIDADE:  17 - SECRETARIA DE INFRA-ESTRUT.TRANSP. OBRAS E SERVI~OS PUBLICOS
Função: 15 - URBANISMO
Subfunção: 451 – Infraestrutura Urbana
Programa: 0018 - CONSTRUÇAO DE OBRAS URBANISTICAS
Ação: 1.044 - Ampliação a Reforma do Prédio Sede da Prefeitura
Natureza da despesa: 4.4.90.51.00 – Obras a Instalações
",MUNICIPIO DE SAO PATRICIO,"Construção da Feira Pública - APM-02, perímetro urbano do município de São Patrício/GO; área: 2.264,72 m2","""1"": Construção da Feira Pública - APM-02, perímetro urbano do município de São Patrício/GO; área: 2.264,72 m2 - (2264 M2)"
83457-37459-40194,APROVADO,"12.01.02.15.452.0031.3119.44905100
Fonte: Bloco 706 - Transferência Especial da União",MUNICIPIO DE BRASILIA DE MINAS,Pavimentação de vias públicas da área urbana do Distrito de Vila de Fátima do Município de Brasília de Minas.,"""1"": Pavimentação de vias públicas da área urbana do Distrito de Vila de Fátima do Município de Brasília de Minas. - (1320 M2)"
79072-42820-46625,APROVADO,10.02.00/4.4.90.52.00/27/813/1002/2102/05/80000034,MUNICIPIO DE TABOAO DA SERRA,Aquisição e Instalação de Academia ao Ar Livre e Playground,"""1"": AQUISIÇÃO DE SIMULADOR DE SURF DUPLO - (2 UN); ""2"": AQUISIÇÃO DE VOLANTE DE ROTAÇÃO DUPLO DIAGONAL - (2 UN); ""3"": AQUISISÇÃO DE SIMULADOR DE CALVAGADA TRIPLO - (2 UN); ""4"": AQUISIÇÃO DE CADEIRA LEG PRESS - (2 UN); ""5"": AQUISIÇÃO DE SIMULADOR DE REMO INDIVIDUAL - (6 UN); ""6"": AQUISIÇÃO DE SIMULADOR DE CAMINHADA DUPLO - (2 UN); ""7"": AQUISIÇÃO DE VOLANTE DE ROTAÇÃO VERTICAL TRIPLO - (4 UN); ""8"": AQUISIÇÃO DE SIMULADOR DE ESQUI TRIPLO - (2 UN); ""9"": AQUISIÇÃO DE SIMULADOR DE CAVALGADA INDIVIDUAL - (4 UN); ""10"": AQUISIÇÃO DE SIMULADOR DE CAMINHADA TRIPLO - (2 UN); ""11"": AQUISIÇÃO DE ALONGADOR 03 ALTURAS - (3 UN); ""12"": AQUISIÇÃO DE PRANCHA ABDOMINAL DUPLO - (2 UN); ""13"": AQUISIÇÃO DE JOGO DE BARRAS - (2 UN); ""14"": AQUISIÇÃO DE PLAY MODULAR TIPO BIG CLIMBER II - (1 UN); ""15"": AQUISIÇÃO DE PARQUE COLORIDO 0101 - (2 UN); ""16"": AQUISIÇÃO DE CJ PARQUE RECREATIVO DE PATIO 02 - (2 UN)"
75854-37743-40486,APROVADO,"Órgão: 27000
Unidade Orçamentária: 27011
Função: 04 (Administração)
Subfunção: 122 (Administração Geral)
Programa: 01 Desenvolvimento da Gestão Administrativa)
Ação: 2054 (COMPRA DE MATERIAL, FARDAMENTOS E OUTROS UTENSÍLIOS DE SEGURANÇA UTILIZADOS PELA GUARDA MUNICIPAL)
Natureza de despesa: 44905200 (Equipamentos e Material Permanente",MUNICIPIO DE LARANJEIRAS,"Aquisição de equipamentos operacionais, tecnológicos e administrativos destinados à modernização, padronização e melhor desempenho das atividades da Guarda Municipal de Laranjeiras/SE.","""4"": Microcomputador tipo desktop com 8GB de memória ram, 512 de HD SSD, Processador Core I5 14 geração, Windows 11 Pro, monitor de LCD de 24” com base giratória e níveis de altura. - (4 UN); ""5"": Cadeira giratória de escritório executiva tipo presidente ergonômico, com rodinhas, regulável, estofado diretor encosto preta. - (5 UN); ""8"": Micro-ondas 27 Litros cor prata ou preto; Potência de 800w; Display digital; Possuir bloqueio de segurança; Possuir todos os acessórios; Possuir função autolimpante; Possuir descongelamento automático por peso; Possuir modo rápido de descongelamento por. - (1 UN); ""1"": Dispositivo elétrico incapacitante  Z2.0 – Kit Elite - (8 UN); ""11"": Mesa de escritório em formato L para estação trabalho 120x120 C/2 Gavetas - (2 UN); ""6"": Armário roupeiro de aço tipo vestiário com 16 portas pequenas - (1 UN); ""7"": Mesa de escritório em formato L para estação trabalho 120x120 C/2 Gavetas - (2 UN); ""2"": Datakit Slim Z2.0 - (1 UN); ""3"": Bateria blindada que fornece energia para operar o Dispositivo Elétrico Incapacitante . - (5 UN); ""12"": Armário roupeiro de aço tipo vestiário com 16 portas pequenas - (1 UN); ""9"": Fogão com Pé 5 (cinco) Queimadores a Gás com mesa de vidro preto. Possuir o tipo de porta do forno com visor; Possuir isolamento térmico (lã de basalto), - (1 UN); ""10"": Colete Balístico Nível III-A personalizado confeccionado em aramida multiaxial conforme norma NIJ 0101.04 – com capa sobressalente, com brasão da guarda municipal de Laranjeiras/se na parte frontal e nas costas o nome Guarda Municipal de Laranjeiras com l - (51 UN); ""11"": Cadeira giratória de escritório executiva tipo presidente ergonômico, com rodinhas, regulável, estofado diretor encosto preta. - (5 UN)"
